email,first_name,last_name,perferred_name,department_name,level_2,level_3,level_4,level_5,manager_email,,gender,ethnicity,leadership_skills,leadership_modifier,Affinity bias,Authenticity,Constructive Feedback,Credit For Work,Digital Inclusion,Diverse Thinking,Empathy,Feeling Listened To,Flexible Working,Fostering D&amp;I,Leadership Stereotypes,Positive Recognition,Sustainable Workload,Undermining,Wellbeing Checkins
test.Matthew.Gardner@survey.staging.vortexplore.com,Matthew,Gardner,Matthew Gardner,Operations,Ops Team 6,Ops Team 6-1,,,test.Rhonda.Vega@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.12759162675190722,0.30795099048553726,4,6,3,3,2,3,3,4,2,3,4,6,4,4,4
test.Kim.Harrison@survey.staging.vortexplore.com,Kim,Harrison,Kim Harrison,Operations,Ops Team 6,Ops Team 6-1,,,test.Rhonda.Vega@survey.staging.vortexplore.com,,Male,White,0.42945352219050886,0.30795099048553726,3,3,4,2,2,3,2,3,2,3,3,4,3,2,4
test.William.Hill@survey.staging.vortexplore.com,William,Hill,William Hill,Operations,Ops Team 6,Ops Team 6-1,,,test.Rhonda.Vega@survey.staging.vortexplore.com,,Male,White,0.30102697952202084,0.30795099048553726,3,3,3,5,2,3,1,3,3,4,4,4,3,3,3
test.Allison.West@survey.staging.vortexplore.com,Allison,West,Allison West,Operations,Ops Team 6,Ops Team 6-1,,,test.Rhonda.Vega@survey.staging.vortexplore.com,,Male,White,0.42923797517220985,0.30795099048553726,3,3,2,4,2,3,1,3,2,4,4,4,4,2,3
test.Billy.Stevens@survey.staging.vortexplore.com,Billy,Stevens,Billy Stevens,Operations,Ops Team 6,Ops Team 6-1,,,test.Rhonda.Vega@survey.staging.vortexplore.com,,Female,White,0.3697983427835163,0.30795099048553726,3,4,3,1,2,4,2,4,2,4,6,2,4,3,2
test.Jennifer.Sheppard@survey.staging.vortexplore.com,Jennifer,Sheppard,Jennifer Sheppard,Operations,Ops Team 6,Head of Ops Team 6-2,,,test.Bryan.Stewart@survey.staging.vortexplore.com,,Female,White,0.17099543166691733,0.4631343962612862,4,3,3,3,2,4,3,4,2,4,4,3,4,2,3
test.Jerry.Lucero@survey.staging.vortexplore.com,Jerry,Lucero,Jerry Lucero,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.48561598717407684,0.17099543166691733,4,3,3,4,3,4,6,3,2,3,4,3,3,3,1
test.Anthony.Miller@survey.staging.vortexplore.com,Anthony,Miller,Anthony Miller,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.45444153885499633,0.17099543166691733,3,2,3,3,2,3,3,4,3,4,3,3,4,2,4
test.Tiffany.Hart@survey.staging.vortexplore.com,Tiffany,Hart,Tiffany Hart,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.41120886026420583,0.17099543166691733,4,4,3,3,2,4,5,5,2,4,4,4,3,3,3
17.test.Jennifer.Roberts@survey.staging.vortexplore.com,Jennifer,Roberts,Jennifer Roberts,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.10172622093596073,0.17099543166691733,3,3,3,5,2,4,4,3,2,3,4,3,4,3,3
test.Misty.Parks@survey.staging.vortexplore.com,Misty,Parks,Misty Parks,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.3559204640711661,0.17099543166691733,3,3,3,5,2,3,5,3,2,2,3,4,4,3,3
test.Autumn.Lee@survey.staging.vortexplore.com,Autumn,Lee,Autumn Lee,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.1100814374721979,0.17099543166691733,4,4,3,3,2,3,4,3,3,3,3,3,3,3,3
test.Lisa.Tran@survey.staging.vortexplore.com,Lisa,Tran,Lisa Tran,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.48844053902532614,0.17099543166691733,3,4,4,4,2,4,5,6,2,4,4,4,4,4,1
test.Angela.Downs@survey.staging.vortexplore.com,Angela,Downs,Angela Downs,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.02597816451212781,0.17099543166691733,4,3,4,4,2,3,6,3,2,3,3,3,3,3,3
test.April.Ingram@survey.staging.vortexplore.com,April,Ingram,April Ingram,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.356923730066636,0.17099543166691733,2,3,3,3,2,3,4,5,2,4,5,4,4,3,3
test.Gregory.Hansen@survey.staging.vortexplore.com,Gregory,Hansen,Gregory Hansen,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.2639538941298005,0.17099543166691733,3,3,3,4,2,3,5,4,3,4,4,2,4,1,1
test.William.Phillips@survey.staging.vortexplore.com,William,Phillips,William Phillips,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,-0.8491515426346928,0.17099543166691733,4,3,4,4,2,3,1,4,2,3,3,4,3,3,4
test.Kenneth.Moore@survey.staging.vortexplore.com,Kenneth,Moore,Kenneth Moore,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.16762003780078172,0.17099543166691733,4,3,3,3,2,4,5,3,2,5,3,4,4,4,6
test.Ronald.Carey@survey.staging.vortexplore.com,Ronald,Carey,Ronald Carey,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.24763758319461626,0.17099543166691733,4,3,3,4,2,3,3,4,2,3,4,3,4,3,3
test.Lisa.Murphy@survey.staging.vortexplore.com,Lisa,Murphy,Lisa Murphy,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.3375095652967001,0.17099543166691733,4,2,3,4,2,4,4,3,3,4,4,3,4,4,2
test.Joseph.Morris@survey.staging.vortexplore.com,Joseph,Morris,Joseph Morris,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.4799957789160396,0.17099543166691733,4,2,3,2,2,3,2,3,3,4,3,3,3,3,2
test.Sonya.Bell@survey.staging.vortexplore.com,Sonya,Bell,Sonya Bell,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Male,White,0.05471610192106002,0.17099543166691733,3,3,3,4,2,3,2,3,3,3,5,2,4,2,2
test.Jack.Ayers@survey.staging.vortexplore.com,Jack,Ayers,Jack Ayers,Operations,Ops Team 6,Ops Team 6-2,,,test.Jennifer.Sheppard@survey.staging.vortexplore.com,,Female,White,0.17587110570141246,0.17099543166691733,3,3,3,5,2,3,5,3,2,4,4,4,4,4,2
test.Taylor.Barber@survey.staging.vortexplore.com,Taylor,Barber,Taylor Barber,Operations,Head of Ops Team 7,,,,test.Tanya.Eaton@survey.staging.vortexplore.com,,Female,White,0.28212172276652325,0.3684578414730276,5,4,3,4,2,3,4,4,3,3,4,3,4,3,3
test.Chloe.Burnett@survey.staging.vortexplore.com,Chloe,Burnett,Chloe Burnett,Operations,Ops Team 7,Head of Ops Team 7-1,,,test.Taylor.Barber@survey.staging.vortexplore.com,,Male,White,0.45700990923032536,0.28212172276652325,4,3,3,4,2,3,6,3,3,4,4,2,4,3,4
test.Alexander.Colon@survey.staging.vortexplore.com,Alexander,Colon,Alexander Colon,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.05385990124359574,0.45700990923032536,4,2,3,3,2,4,4,6,2,4,4,4,4,3,3
test.Julie.Black@survey.staging.vortexplore.com,Julie,Black,Julie Black,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.34083186555755823,0.45700990923032536,4,3,3,4,2,4,2,4,3,4,5,4,4,3,1
test.Alejandro.Harris@survey.staging.vortexplore.com,Alejandro,Harris,Alejandro Harris,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,-1.1938394469604763,0.45700990923032536,3,3,3,4,3,3,3,4,2,3,4,3,4,3,4
18.test.John.Long@survey.staging.vortexplore.com,John,Long,John Long,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.13857888819208736,0.45700990923032536,4,3,4,3,3,4,3,4,3,4,5,3,4,3,2
test.Kimberly.Martinez@survey.staging.vortexplore.com,Kimberly,Martinez,Kimberly Martinez,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.4340797858891014,0.45700990923032536,3,3,3,4,2,3,2,5,3,5,4,4,4,3,1
test.Stephanie.Dixon@survey.staging.vortexplore.com,Stephanie,Dixon,Stephanie Dixon,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.4605389247306711,0.45700990923032536,4,3,3,4,2,3,3,5,3,4,4,4,4,4,3
test.Cynthia.Griffin@survey.staging.vortexplore.com,Cynthia,Griffin,Cynthia Griffin,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,-1.0647857936406093,0.45700990923032536,5,3,3,3,2,4,7,4,2,3,4,3,4,4,2
test.Rhonda.Andrade@survey.staging.vortexplore.com,Rhonda,Andrade,Rhonda Andrade,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.1643257343835403,0.45700990923032536,3,3,5,4,2,4,5,4,2,3,5,5,4,4,2
test.James.Walters@survey.staging.vortexplore.com,James,Walters,James Walters,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.386666871391758,0.45700990923032536,4,5,4,2,3,4,2,4,2,4,3,4,4,4,3
19.test.Robert.Lopez@survey.staging.vortexplore.com,Robert,Lopez,Robert Lopez,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.42336048391487263,0.45700990923032536,4,3,4,6,3,4,5,3,3,4,4,3,4,3,2
test.Steve.Medina@survey.staging.vortexplore.com,Steve,Medina,Steve Medina,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.08050670258624781,0.45700990923032536,4,4,3,4,3,4,4,4,2,3,4,5,4,3,2
test.Damon.Morgan@survey.staging.vortexplore.com,Damon,Morgan,Damon Morgan,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.42587747642983975,0.45700990923032536,5,4,3,2,3,4,5,5,2,4,5,5,4,5,2
test.Erica.Cisneros@survey.staging.vortexplore.com,Erica,Cisneros,Erica Cisneros,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.34020296821570617,0.45700990923032536,3,3,3,4,3,3,6,4,2,4,4,3,4,3,3
test.Kristy.Berger@survey.staging.vortexplore.com,Kristy,Berger,Kristy Berger,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.015742143308650258,0.45700990923032536,4,4,4,3,3,3,2,4,2,4,4,4,3,3,2
20.test.Patricia.Johnson@survey.staging.vortexplore.com,Patricia,Johnson,Patricia Johnson,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.28649938945388614,0.45700990923032536,4,2,3,6,2,4,3,4,3,3,3,4,4,4,5
test.Allen.Hughes@survey.staging.vortexplore.com,Allen,Hughes,Allen Hughes,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.4426122292307377,0.45700990923032536,3,2,3,3,3,3,5,2,3,4,4,5,4,3,4
test.Stephen.Richardson@survey.staging.vortexplore.com,Stephen,Richardson,Stephen Richardson,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,-0.5853456886915442,0.45700990923032536,3,4,3,4,2,3,1,4,2,3,4,4,4,2,3
test.Chad.Baxter@survey.staging.vortexplore.com,Chad,Baxter,Chad Baxter,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.057582047161760075,0.45700990923032536,4,3,4,4,3,3,5,5,3,3,3,3,4,3,3
test.Matthew.Fitzgerald@survey.staging.vortexplore.com,Matthew,Fitzgerald,Matthew Fitzgerald,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.3699290596912125,0.45700990923032536,4,4,3,2,2,3,4,4,3,3,4,3,3,3,4
test.Joshua.Johnson@survey.staging.vortexplore.com,Joshua,Johnson,Joshua Johnson,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,0.4372487173314533,0.45700990923032536,4,4,3,5,2,3,1,5,2,4,5,3,3,4,2
test.Robert.Lambert@survey.staging.vortexplore.com,Robert,Lambert,Robert Lambert,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,White,0.33949186267741377,0.45700990923032536,3,3,4,2,3,3,4,3,2,3,6,4,4,3,5
test.Sara.Garza@survey.staging.vortexplore.com,Sara,Garza,Sara Garza,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.12931022834707545,0.45700990923032536,5,4,3,3,3,4,4,5,2,4,4,4,4,4,3
test.Patrick.Johnson@survey.staging.vortexplore.com,Patrick,Johnson,Patrick Johnson,Operations,Ops Team 7,Ops Team 7-1,,,test.Chloe.Burnett@survey.staging.vortexplore.com,,Female,White,-1.0249224549134544,0.45700990923032536,4,3,3,4,2,3,1,5,2,4,4,3,4,4,3
test.Jacqueline.Knight@survey.staging.vortexplore.com,Jacqueline,Knight,Jacqueline Knight,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.4845044121236309,0,3,3,3,4,2,3,1,5,2,3,3,3,3,3,4
test.Hunter.Bowen@survey.staging.vortexplore.com,Hunter,Bowen,Hunter Bowen,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,-1.3788389530307374,0,3,2,3,5,2,3,4,3,2,4,4,3,3,3,3
test.Elizabeth.Young@survey.staging.vortexplore.com,Elizabeth,Young,Elizabeth Young,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.33534089810291823,0,3,2,2,2,2,4,5,4,2,4,4,4,4,3,1
test.Ralph.Smith@survey.staging.vortexplore.com,Ralph,Smith,Ralph Smith,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.32419850160484553,0,3,4,3,5,1,3,5,4,2,4,3,5,4,3,2
test.Donna.James@survey.staging.vortexplore.com,Donna,James,Donna James,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,White,0.20563339978141626,0,4,3,3,2,2,3,4,2,2,2,3,4,3,2,1
test.Billy.Klein@survey.staging.vortexplore.com,Billy,Klein,Billy Klein,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.10154413317099409,0,4,2,2,2,2,3,4,4,2,2,5,4,4,2,2
test.Denise.Walker@survey.staging.vortexplore.com,Denise,Walker,Denise Walker,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.32912400097174493,0,4,3,3,2,2,3,2,4,2,3,3,3,3,3,4
test.Larry.Christensen@survey.staging.vortexplore.com,Larry,Christensen,Larry Christensen,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,White,0.4735114814903229,0,3,3,3,2,2,4,3,3,2,3,3,2,3,3,3
test.Barbara.Benson@survey.staging.vortexplore.com,Barbara,Benson,Barbara Benson,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,Ethnic Minority,0.3397916712409635,0,3,4,4,2,2,4,6,5,2,5,4,3,3,5,3
test.Justin.Cook@survey.staging.vortexplore.com,Justin,Cook,Justin Cook,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.1668546062502227,0,3,2,3,2,2,3,3,3,2,2,4,3,4,3,2
21.test.Jeffrey.Garcia@survey.staging.vortexplore.com,Jeffrey,Garcia,Jeffrey Garcia,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,White,0.47162008729041727,0,4,2,3,3,2,3,3,3,2,3,4,4,3,3,3
test.Mark.Curtis@survey.staging.vortexplore.com,Mark,Curtis,Mark Curtis,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,White,0.09358562316184532,0,3,2,3,3,2,2,4,3,2,3,4,3,4,3,1
test.Jacob.Ballard@survey.staging.vortexplore.com,Jacob,Ballard,Jacob Ballard,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,White,0.020840064346813292,0,2,3,4,4,2,3,3,3,2,3,4,3,3,2,3
test.Joshua.Taylor@survey.staging.vortexplore.com,Joshua,Taylor,Joshua Taylor,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Male,White,0.366344365004707,0,3,3,4,3,2,3,5,3,2,3,2,3,4,2,4
test.Emily.Chung@survey.staging.vortexplore.com,Emily,Chung,Emily Chung,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.21275295242093217,0,2,2,2,3,2,3,3,3,2,2,3,4,3,2,2
test.Amy.Martin@survey.staging.vortexplore.com,Amy,Martin,Amy Martin,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.3335809391012411,0,3,4,3,4,2,3,2,4,2,3,4,4,3,2,2
test.Johnny.Nguyen@survey.staging.vortexplore.com,Johnny,Nguyen,Johnny Nguyen,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.356663015097828,0,3,3,2,2,2,3,5,4,2,2,5,4,3,3,4
test.Lorraine.Higgins@survey.staging.vortexplore.com,Lorraine,Higgins,Lorraine Higgins,Operations,Ops Team 7,Ops Team 7-2,,,test.Jacqueline.Knight@survey.staging.vortexplore.com,,Female,White,0.13380680194074762,0,4,4,2,4,2,4,2,3,2,4,5,3,3,2,5
test.Laura.Pena@survey.staging.vortexplore.com,Laura,Pena,Laura Pena,Operations,Head of Ops Team 8,,,,test.Tanya.Eaton@survey.staging.vortexplore.com,,Female,White,0.1611271974776251,0.3684578414730276,4,3,4,2,3,4,2,3,2,3,4,4,4,4,2
test.Jeremy.Brewer@survey.staging.vortexplore.com,Jeremy,Brewer,Jeremy Brewer,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Female,White,0.1356959819251215,0.1611271974776251,3,2,4,3,2,4,5,4,3,3,4,4,4,4,2
test.Michael.Cruz@survey.staging.vortexplore.com,Michael,Cruz,Michael Cruz,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.24369401546521252,0.1611271974776251,3,3,4,2,2,3,7,4,3,3,4,4,4,3,2
test.Lisa.Clark@survey.staging.vortexplore.com,Lisa,Clark,Lisa Clark,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Female,White,-0.6171500275881624,0.1611271974776251,2,2,3,4,2,4,2,5,2,3,4,2,4,3,2
test.Angela.Horton@survey.staging.vortexplore.com,Angela,Horton,Angela Horton,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.27299612333359596,0.1611271974776251,4,5,3,3,3,3,4,3,2,4,3,5,3,4,2
test.Ashley.Weaver@survey.staging.vortexplore.com,Ashley,Weaver,Ashley Weaver,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Female,White,0.09773337474370969,0.1611271974776251,3,3,3,3,2,4,2,3,2,3,4,3,3,2,2
test.Jessica.Spencer@survey.staging.vortexplore.com,Jessica,Spencer,Jessica Spencer,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.10727694668608656,0.1611271974776251,3,3,3,2,2,3,2,6,2,3,4,2,4,2,5
test.Anthony.Arnold@survey.staging.vortexplore.com,Anthony,Arnold,Anthony Arnold,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Female,White,0.17028239763162906,0.1611271974776251,4,3,3,3,2,4,4,4,2,3,4,4,4,3,1
test.Xavier.Jones@survey.staging.vortexplore.com,Xavier,Jones,Xavier Jones,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.22218359173791807,0.1611271974776251,4,3,3,4,2,3,4,4,2,3,3,4,3,2,2
test.Jeffery.Bolton@survey.staging.vortexplore.com,Jeffery,Bolton,Jeffery Bolton,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Female,White,0.12358283247565993,0.1611271974776251,3,3,4,4,2,3,3,4,2,4,4,4,4,3,2
test.Ashlee.Hart@survey.staging.vortexplore.com,Ashlee,Hart,Ashlee Hart,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.007973066865128664,0.1611271974776251,5,2,3,2,2,3,5,2,2,4,4,3,4,3,2
test.Valerie.Turner@survey.staging.vortexplore.com,Valerie,Turner,Valerie Turner,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.07598140103816681,0.1611271974776251,3,3,4,3,2,3,2,4,2,3,3,3,4,4,3
test.Gabriella.Green@survey.staging.vortexplore.com,Gabriella,Green,Gabriella Green,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.341078413916424,0.1611271974776251,4,3,3,5,2,3,4,4,2,3,4,3,3,3,3
test.Stephanie.Cole@survey.staging.vortexplore.com,Stephanie,Cole,Stephanie Cole,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.17278047657282009,0.1611271974776251,3,2,4,1,2,3,2,4,2,3,3,2,3,2,3
test.Linda.Hicks@survey.staging.vortexplore.com,Linda,Hicks,Linda Hicks,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Male,White,0.3170884609640577,0.1611271974776251,5,3,3,4,2,3,5,3,2,3,4,3,4,3,5
test.Matthew.Hutchinson@survey.staging.vortexplore.com,Matthew,Hutchinson,Matthew Hutchinson,Operations,Ops Team 8,Ops Team 8-1,,,test.Laura.Pena@survey.staging.vortexplore.com,,Female,White,-1.0408433076717005,0.1611271974776251,3,2,4,5,2,4,4,5,2,4,3,4,3,3,2
test.Christopher.Middleton@survey.staging.vortexplore.com,Christopher,Middleton,Christopher Middleton,Operations,Ops Team 8,Ops Team 8-2,,,test.Tanya.Eaton@survey.staging.vortexplore.com,,Male,White,-1.1369099740261555,0.3684578414730276,4,3,4,5,2,3,5,4,2,3,3,4,3,3,5
test.Sara.Moreno@survey.staging.vortexplore.com,Sara,Moreno,Sara Moreno,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Female,White,0.3721923498991112,-1.1369099740261555,2,1,3,2,1,2,3,3,1,3,4,2,2,3,1
test.Leslie.Barnett@survey.staging.vortexplore.com,Leslie,Barnett,Leslie Barnett,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Female,White,0.4301707063104285,-1.1369099740261555,3,1,2,4,1,2,1,2,1,2,3,3,2,1,3
22.test.Brian.Johnson@survey.staging.vortexplore.com,Brian,Johnson,Brian Johnson,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.229573234666908,-1.1369099740261555,3,4,2,3,1,2,1,3,1,3,2,2,2,2,3
23.test.Donald.Dean@survey.staging.vortexplore.com,Donald,Dean,Donald Dean,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Male,White,0.2749559200541785,-1.1369099740261555,2,1,3,3,1,2,5,3,1,1,3,3,3,2,3
test.Shirley.Smith@survey.staging.vortexplore.com,Shirley,Smith,Shirley Smith,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Male,White,0.3656034658580575,-1.1369099740261555,3,2,2,2,1,2,1,2,1,2,3,2,2,1,1
test.Ryan.Ashley@survey.staging.vortexplore.com,Ryan,Ashley,Ryan Ashley,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Female,White,0.43805322223497634,-1.1369099740261555,2,2,2,3,1,2,1,2,1,3,3,2,2,1,2
test.Benjamin.Bright@survey.staging.vortexplore.com,Benjamin,Bright,Benjamin Bright,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Female,White,-0.7917617629775768,-1.1369099740261555,2,2,2,2,1,2,2,3,1,2,3,1,2,2,2
test.Timothy.Smith@survey.staging.vortexplore.com,Timothy,Smith,Timothy Smith,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Female,White,0.14274192344511416,-1.1369099740261555,1,2,2,2,1,1,6,1,1,1,3,2,2,2,2
test.Evan.Holloway@survey.staging.vortexplore.com,Evan,Holloway,Evan Holloway,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Male,White,0.043623467940580085,-1.1369099740261555,3,2,2,2,1,2,2,2,1,3,2,2,3,3,2
test.Randy.Ellis@survey.staging.vortexplore.com,Randy,Ellis,Randy Ellis,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Male,Ethnic Minority,0.38285023100861326,-1.1369099740261555,3,3,2,3,1,2,1,4,1,3,2,3,2,3,2
test.Brian.Williams@survey.staging.vortexplore.com,Brian,Williams,Brian Williams,Operations,Ops Team 8,Ops Team 8-2,,,test.Christopher.Middleton@survey.staging.vortexplore.com,,Female,White,0.3234998669113842,-1.1369099740261555,2,1,2,2,1,2,2,2,1,2,3,2,2,1,2
